,bodySite,count
0,72696002,424
1,,231
2,16982005,207
3,85562004,148
4,70258002,137
5,53840002,118
6,56459004,98
7,74670003,97
8,24136001,78
9,16953009,53
10,76752008,52
11,7569003,51
12,66019005,11
