,bodySite,count
0,72696002,453
1,16982005,274
2,,186
3,85562004,143
4,70258002,129
5,74670003,124
6,53840002,106
7,56459004,80
8,24136001,68
9,66019005,51
10,16953009,35
11,7569003,30
12,76752008,11
13,51299004,5
14,122496007,1
