,bodySite,count
0,72696002,445
1,85562004,199
2,,195
3,53840002,155
4,16982005,132
5,70258002,131
6,74670003,119
7,24136001,69
8,56459004,54
9,66019005,45
10,16953009,43
11,76752008,43
12,7569003,30
13,64033007,15
14,76505004,2
