,bodySite,count
0,72696002,468
1,16982005,225
2,,193
3,56459004,130
4,85562004,124
5,70258002,119
6,74670003,103
7,66019005,89
8,24136001,61
9,16953009,57
10,76752008,39
11,53840002,32
12,7569003,27
13,91470000,14
14,51299004,12
15,85050009,9
