,bodySite,count
0,72696002,417
1,85562004,360
2,16982005,249
3,,165
4,74670003,163
5,70258002,143
6,56459004,119
7,66019005,91
8,7569003,84
9,16953009,72
10,24136001,70
11,76752008,40
12,71341001,13
13,76505004,8
14,85050009,5
15,51299004,4
