,bodySite,count
0,72696002,458
1,85562004,355
2,16982005,258
3,,205
4,70258002,138
5,56459004,134
6,74670003,98
7,16953009,67
8,76752008,65
9,66019005,63
10,7569003,45
11,24136001,38
12,79601000,9
13,53840002,4
