,bodySite,count
0,72696002,373
1,85562004,263
2,16982005,221
3,,201
4,56459004,144
5,70258002,109
6,64033007,54
7,16953009,50
8,74670003,47
9,7569003,44
10,24136001,43
11,66019005,26
12,76752008,25
13,53840002,19
14,85050009,12
